"","GCAPost8","GCAPost19","GCAPost13","GCAPost2","GCAPost7","GCAPost6","GCAPost1","GCAPost4","GCAPost16","GCAPost14","GCAPost25","GCAPost5","GCAPost12","GCAPost23","GCAPost11","GCAPost18","GCAPost21","GCAPost10","GCAPost22","GCAPost24","GCAPost17","GCAPost9","GCAPost15","GCAPost3","GCAPost20","total_score","outfitMNSQ","infitMNSQ"
"P447",1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,15,1.13530872442433,1.13825717901737
"P472",1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,15,1.29545731063973,1.25384834071241
"P484",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,15,0.787520306891888,0.835326560566152
"P508",1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,15,1.01265851834292,1.04377346387038
"P517",1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,15,0.865432485561092,0.90228840325348
"P533",1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,15,0.940181699679223,0.959395683364618
"P537",1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,15,1.14908143003911,1.10325614920973
"P555",1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,15,1.10020023569779,1.14029957405452
"P568",0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,15,1.37568710177336,1.20163042014653
"P635",1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,15,1.12948293635626,1.0976145346589
"P672",1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,15,0.731025489503333,0.788774278804246
"P701",1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,15,0.79904752977948,0.842330839479982
"P723",1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,15,1.10899514323014,1.10303814245845
"P740",1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,15,1.0178412369575,1.00445859348829
"P742",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,15,0.656340267481118,0.710630375185646
"P749",0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,15,1.06175245437537,0.93391380481959
"P757",1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,15,1.17735163311457,1.20155747467924
"P761",1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,15,1.00343170258321,1.04188952145376
"P763",1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,15,1.1684368981583,1.21234585345591
"P767",1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,15,0.889046631526452,0.944321578420133
"P790",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,15,0.897251229488795,0.97124079130717
"P796",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,15,0.797911955023252,0.866812625013517
"P802",1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,15,0.991437014290957,0.974203490359291
"P804",1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,15,0.882235922276357,0.954730831726704
"P833",1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,15,0.901759150253334,0.950752947196596
"P838",1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,15,0.887508573931049,0.934411877492329
"P858",1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,15,0.720772624400379,0.782936209066944
"P859",1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,15,0.74946175255848,0.8097999549642
"P862",1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,15,0.868056195830702,0.914268633449243
"P888",1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,15,0.839717056311529,0.907371523050987
"P901",1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,15,1.12053307672307,1.09882157963092
"P902",1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,15,1.14928600710726,1.13063993066702
"P906",1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,15,0.811400163500693,0.882324301620818
"P931",0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,15,1.20439251367473,1.0485836817643
"P952",1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,15,0.965713693393944,0.989317982097692
"P957",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,15,0.952536017691323,0.980190422121671
"P985",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,15,0.765766119802072,0.830561386367841
"P986",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,15,0.7861326264948,0.853964941766333
"P1000",1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,15,0.837400923622324,0.891544009802976
"P1002",0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,15,1.14600474519486,1.01954116787877
"P1004",1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15,0.989369288659336,0.993830988694156
"P1025",1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,15,1.01690823140424,1.05379490306639
"P1034",1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,15,0.847884724236274,0.892705858682404
"P1051",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,15,0.732600514246919,0.795083313299439
"P1060",1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,15,1.2145883295982,1.14689681167729
"P1066",1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,15,0.934766526803202,0.988951089016622
"P1081",1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,15,0.994822187819122,0.984594878676795
"P1089",1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,15,1.04649041892208,1.03744878400347
"P1107",1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,15,0.973694465653434,0.999263479179692
"P1124",1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,15,1.06290865750981,1.08597079471559
"P1129",1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,15,0.85436569063247,0.903405188507206
"P1142",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,15,0.943314919594301,0.984507965550537
"P1147",1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,15,1.06399561744753,1.05669958894513
"P1149",1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,15,1.06622500010579,1.09241745137935
"P1187",1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,15,1.03131195582669,1.07982251296489
"P1200",1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,15,0.930398905405194,0.969764539028834
"P1206",1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,15,1.01480893313877,1.05882220080426
"P1218",1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,15,0.934892967191763,0.963855749305814
"P1237",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,15,0.695957116042126,0.750075099005319
"P1246",1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,15,1.05279632981905,1.02546600231575
"P1317",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,15,0.784898366541397,0.829465495474145
"P1341",1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,15,0.853730583372383,0.90464023235846
"P1363",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,15,0.641080950151384,0.691960564287447
"P1448",1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,15,0.776802193755718,0.832924459473512
"P1449",1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,15,0.881097691593881,0.930148562588465
"P1455",1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,15,1.09979199488206,1.07445280330032
"P1470",1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,15,0.93955012012385,0.973481533522053
"P1474",1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,15,0.988939033351007,1.0326825811121
"P1516",1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,15,1.08219028485746,1.07824549310738
"P1525",1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,15,0.872229173890928,0.90883781452048
"P1546",1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,15,1.05292623640907,1.05260938226085
"P1549",1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,15,0.976538688274197,0.962895779645386
"P1556",0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,15,1.25353205135977,1.08091383056841
"P1562",1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,15,0.755768351854246,0.816897564152063
"P1569",1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,15,0.728966740573081,0.789887287319222
"P1599",1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,15,0.909459595476776,0.915051745894823
"P1613",1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,15,1.2755965190038,1.24901155360813
"P1635",1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,15,0.873680620527667,0.875048306705653
"P1644",1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,15,0.850999011379789,0.904274766052546
"P1653",1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,15,0.91269665199423,0.968092984752055
"P1654",1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,15,0.725912535815796,0.783367382674053
"P1660",1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,15,1.02820391946705,1.08892492534918
"P3",1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,16,0.688286676844724,0.762469971699996
"P6",1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,16,0.962776429413125,0.957425790288028
"P8",1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,16,0.850065602111487,0.897600021755975
"P10",1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,16,0.951957094254692,1.0015531798984
"P11",1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,16,0.990996637969125,0.962826134920868
"P24",1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,16,0.933912364053866,0.976683787617402
"P28",1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,16,1.12299980327117,1.15431892637528
"P64",1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,16,1.22858136910989,1.16009365259836
"P75",1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,16,0.891928670288357,0.983298662941063
"P76",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,16,0.927472882088636,0.98905072965931
"P97",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,16,0.892196981379755,0.938397280255962
"P104",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,16,0.806287723880973,0.891321369997487
"P116",1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,16,1.04414856880536,0.980922157965991
"P129",1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,16,1.13179859362524,1.15448326208029
"P136",1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,16,1.04237607796628,1.1097988010379
"P167",1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,16,0.824828659655062,0.903307492105585
"P190",1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,16,0.953157039535834,1.00276047861039
"P195",1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,16,0.864257367552005,0.90749262462995
"P221",1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,16,1.03280494651099,1.09263591721045
"P234",1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,16,0.905142764938478,0.919163986490972
"P237",1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,16,1.15430969808012,1.09600474900047
"P246",1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,16,0.986368239985906,1.01037844567687
"P255",1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,16,1.09525138948983,1.11501022092472
"P270",1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,16,1.20566942274951,1.15124758942995
"P279",1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,16,0.946023954124137,0.967293741946775
"P293",1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,16,1.02720438926817,0.998125069942237
"P302",1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,16,0.893128962166512,0.94777442443656
"P309",1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,16,1.01155799580139,1.05076101317887
"P318",1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,16,0.992939946464351,1.03043050143358
"P320",1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,16,1.00565914472203,1.01939016313673
"P352",1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,16,1.00439849136793,1.03076230979116
"P379",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,16,0.836705535446357,0.886705064479099
"P394",1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,16,0.985235339322271,1.00111678262806
"P415",1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,16,0.910291376612724,0.96764288239906
"P417",1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,16,1.15991911138169,1.10535657812969
"P475",0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,16,1.4616589938046,1.2432053415826
"P498",1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,16,0.901249491474848,0.990626919910005
"P499",1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,16,1.00352330815395,0.965708445353221
"P514",1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,16,1.09300563269984,1.12638335777864
"P524",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,16,0.788552382316439,0.819143685415037
"P527",1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,16,0.818854090549391,0.8594735685555
"P529",1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,16,1.19380908964597,1.10786708628367
"P536",1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,16,1.09641668063668,1.12112114318323
"P543",1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,16,0.780481045483016,0.868647845126868
"P544",1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,16,1.00646931725058,1.01301360066272
"P553",1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,16,1.28508141339737,1.1272535221035
"P560",1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,16,1.15991911138169,1.10535657812969
"P566",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,16,0.739453069675807,0.82091370928063
"P585",1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,16,0.869802345294418,0.928462544376986
"P591",0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,16,1.28942248631647,1.10124773699901
"P600",1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,16,0.993866459640428,1.0525789227801
"P612",0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,16,1.17589108516781,1.00946602174771
"P632",1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,16,1.1543996200737,1.06395241002848
"P644",1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,16,0.750161557059281,0.834454417253426
"P660",1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,16,0.750161557059281,0.834454417253426
"P692",1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,16,0.932560898419397,0.996237973424473
"P782",1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,16,1.06833355298051,1.04589761038284
"P807",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,16,0.752628000956579,0.828340044119521
"P827",1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,16,1.0841405289428,1.10817832273667
"P832",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,16,0.731018186810124,0.815367449556853
"P847",1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,16,1.04034812462188,1.00541428188153
"P850",1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,16,0.853345162928375,0.907113860613242
"P863",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,16,0.848540332179115,0.911187804718887
"P872",1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,16,0.749675346793771,0.821982204101535
"P916",1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,16,1.28746474013594,1.24705148740972
"P940",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,16,0.649357327275007,0.717961548188501
"P948",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,16,0.86448204923729,0.926580936342125
"P958",1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,16,0.7623777302031,0.84129696046082
"P980",1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,16,0.928780602652699,0.952364865958791
"P987",1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,16,0.896094853854508,0.948349218511212
"P1008",1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,16,1.23705097075005,1.18723793142218
"P1019",1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,16,0.754001525821674,0.83081581754933
"P1029",1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,16,1.16343718455411,1.1012345689618
"P1039",1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,16,0.856783068305905,0.915153821693173
"P1049",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,16,0.804499057079416,0.853776989435315
"P1065",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,16,1.01841150189712,0.956652348397579
"P1073",1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,16,0.792171773588665,0.868503100406628
"P1075",1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,16,0.941191759490225,1.00568528337972
"P1076",1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,16,0.968004681738186,0.999798269260366
"P1083",1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,16,1.15046135499272,1.10876368888672
"P1086",1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,16,0.893532777456807,0.953129881953864
"P1093",1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,16,0.903142510669067,0.954314678954532
"P1095",1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,16,1.06317090627164,1.09791924115361
"P1101",1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,16,1.15260296225623,1.10080147232007
"P1138",1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,16,0.982512218094566,1.02984901611304
"P1145",1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,16,1.02659617330156,1.0371886899726
"P1156",1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,16,0.946040730304508,0.986830737406115
"P1165",1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,16,0.945052652315594,0.991622487270822
"P1166",0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,16,1.14439624510351,0.975477121735164
"P1173",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,16,0.816545201581571,0.848800999195788
"P1182",1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,16,0.768689456570867,0.850688137794405
"P1184",1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,16,1.02640131511576,1.10137295323399
"P1216",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,16,0.700846546937057,0.776912294189741
"P1221",1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,16,0.938120472293877,0.99543249737112
"P1227",1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,16,1.0579596318654,1.03964859603521
"P1266",1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,16,1.04295883326382,1.08055974491267
"P1283",1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,16,1.10763899637254,1.05057127668099
"P1289",0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,16,1.10221904893555,0.925960205933381
"P1301",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,16,0.902061854652309,0.901082348791353
"P1332",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,16,0.874946478059415,0.89603874374946
"P1344",1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,16,0.836639871707372,0.87561462814186
"P1349",1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,16,0.858668651379977,0.909782739594453
"P1380",1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,16,0.953592892090719,0.977368242142191
"P1397",1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,16,1.02295094417299,1.05547017929804
"P1420",1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,16,0.867427589129178,0.908114448026642
"P1421",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,16,0.860490439093345,0.909403339244898
"P1422",1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,16,1.00287688894603,1.01803500949239
"P1424",1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,16,0.914739237226634,0.965283963539644
